Date,Assigned,Company / Account,Contact,Specialty,Activity Type,Internal Provider,Status,Provider NPI,Full Address,Full Comments,Latitude,Longitude,Corrected Address,AffiliationCorrection,Correctiondate,Affiliation,IPA,GeoAccuracy,,NYG,,
9/8/25,Bryan Runz,Advanced Urology Centers Of New York - E Patchogue,Manuel Grinberg,,Office Visit (Non-Provider),,Closed Completed,1114928967,"250 Yaphank Rd Ste 11b, E Patchogue, New York 11772",Advanced Urology - Dr Manuel Grinberg - om is in Tuesday and Thursday but left location list and discussed imaging with front desk,40.77413495,-72.9772969,"250 Patchogue-Yaphank Road, East Patchogue, NY 11772, United States of America",,,Advanced Urology Centers Of New York - E Patchogue,,0.9,,0,,
9/8/25,Michele Cresci,Womens Medical Wellness Of Westchester - Mount Vernon - Stevens Ave Ste 5a,Miriam N James,,Office Visit (Provider),,Closed Completed,1184791071,"100 Stevens Ave Ste 5a, Mount Vernon, New York 10550",I met with the provider and follow up from my last conversation regarding our breast oncology services and Dr. Larsen. I spoke about connecting the provider with our breast surgeons.,40.9114601,-73.8393865,"100 Stevens Avenue, City of Mount Vernon, NY 10550, United States of America",,,Womens Medical Wellness Of Westchester - Mount Vernon - Stevens Ave Ste 5a,,1,,0,,
9/8/25,Michele Cresci,Mount Sinai Heart - New York - Gustave L Levy Pl,Lynne A Glasser,,Office Visit (Provider),,Closed Completed,1811919277,"1 Gustave L Levy Pl, New York, New York 10029","I worked with the provider and providers, administrative assistant and urgently getting a patient seen at our Yorkville office and scheduled with Dr. Guo. Physician provided me with feedback that they were satisfied with our help and ability to have patience seen urgently",40.790204,-73.952461,"1 Gustave L. Levy Place, New York, NY 10029, United States of America",,,Mount Sinai Heart - New York - Gustave L Levy Pl,,1,,0,,
9/8/25,Michele Cresci,Yonkers General Medical Practice,Jose Pablo Febrillet,,"Not in person Communication (email, phone, text)",,Closed Completed,1659502235,"48 Warburton Ave, Yonkers, New York 10701",I spoke with the provider who had a question regarding the Washington heights office.,40.9361287,-73.8986185,"48 Warburton Avenue, City of Yonkers, NY 10701, United States of America",,4/1/2025,Yonkers General Medical Practice,,1,,0,,
9/8/25,Kristen Lapointe,Advanced Urology Centers Of New York - Amityville,Marc A Schumer,,Office Visit (Non-Provider),,Closed Completed,#N/A,,I followed up with the office. They said things are good. I promoted. Dr. Zuniga reminded them he speaks Spanish and was able to leave new marketing material on our comprehensive cancer care,,,,,,Advanced Urology Centers Of New York - Amityville,,,,0,,
9/8/25,Kristen Lapointe,Express Medical Care Management Corporation,Mandip Kaur,,Office Visit (Non-Provider),,Closed Completed,1013496793,"6410 Veteran's Ave, Ste 102, Brooklyn, New York 11234",Followed up with the office because the Babylon office numbers were down so I?m doing monthly follow up. I followed up with the office. They said things are good. I promoted. Dr. Zuniga reminded them he speaks Spanish and was able to leave new marketing material on our comprehensive cancer care,40.619511,-73.915137,"6410 Veterans Avenue, New York, NY 11234, United States of America",,,Express Medical Care Management Corporation,,1,,0,,
9/8/25,Kristen Lapointe,Advanced Dermatology Pc - Amityville,Giana Vivian Dalben,,Office Visit (Non-Provider),,Closed Completed,1447755285,"150 Merrick Rd, Amityville, New York 11701","I followed up with the office. They said things are good. I reminded them of our comprehensive cancer care services, including our radiation services. Gave updated insurance info promoted doctor Zuniga and reminded them he speak Spanish.",40.6712298,-73.41635553,"150 Merrick Road, Village of Amityville, NY 11701, United States of America",,,Advanced Dermatology Pc - Amityville,,1,,0,,
9/8/25,Kristen Lapointe,Amityville Pulmonology,Narendra Singh,,Office Visit (Non-Provider),,Closed Completed,1801819354,"317 Broadway Ste A, Amityville, New York 11701",I checked in with the office. They said things are going well. I promoted doctors and let them know that he speak Spanish. Gave them updated insurance and marketing material.,40.6827492,-73.41696153,"317 Broadway, Village of Amityville, NY 11701, United States of America",,,Amityville Pulmonology,,1,,0,,
9/8/25,Kristen Lapointe,Advanced Dermatology Pc - Amityville,Yan Jin,,Office Visit (Non-Provider),,Closed Completed,1851977516,"150 Merrick Rd, Amityville, New York 11701","I followed up with the office. They said things are good. I reminded them of our comprehensive cancer care services, including our radiation services. Gave updated insurance info promoted doctor Zuniga and reminded them he speak Spanish.",40.6712298,-73.41635553,"150 Merrick Road, Village of Amityville, NY 11701, United States of America",,,Advanced Dermatology Pc - Amityville,,1,,0,,
9/8/25,Kristen Lapointe,Express Medical Care Management Corporation,Ahmed M Elkoulily,,Office Visit (Non-Provider),,Closed Completed,1346225927,"6410 Veteran's Ave, Ste 102, Brooklyn, New York 11234",Followed up with the office because the Babylon office numbers were down so I?m doing monthly follow up. I followed up with the office. They said things are good. I promoted. Dr. Zuniga reminded them he speaks Spanish and was able to leave new marketing material on our comprehensive cancer care,40.619511,-73.915137,"6410 Veterans Avenue, New York, NY 11234, United States of America",,,Express Medical Care Management Corporation,,1,,0,,
9/8/25,Kristen Lapointe,Amityville Pulmonology,Vinod Khanijo,,Office Visit (Non-Provider),,Closed Completed,1770597478,"317 Broadway Ste A, Amityville, New York 11701",I checked in with the office. They said things are going well. I promoted doctors and let them know that he speak Spanish. Gave them updated insurance and marketing material.,40.6827492,-73.41696153,"317 Broadway, Village of Amityville, NY 11701, United States of America",,,Amityville Pulmonology,,1,,0,,
9/8/25,Kristen Lapointe,Amityville Pulmonology,Sam Davidoff,,Office Visit (Non-Provider),,Closed Completed,1003089673,"317 Broadway Ste A, Amityville, New York 11701",I checked in with the office. They said things are going well. I promoted doctors and let them know that he speak Spanish. Gave them updated insurance and marketing material.,40.6827492,-73.41696153,"317 Broadway, Village of Amityville, NY 11701, United States of America",,,Amityville Pulmonology,,1,,0,,
9/8/25,Dulce Perello,Tuvida Medical Practice,Luis Antonio Vasquez,,"Not in person Communication (email, phone, text)",,Closed Completed,1760407084,"66 Fort Washington Ave Apt 35, New York, New York 10032","Received ref for URO, sent to scheduling.",40.8374303,-73.94362635,"66 Fort Washington Avenue, New York, NY 10032, United States of America",Basilica,5/7/2026,Basilica,,1,,0,,
9/8/25,Mohamed Hamed,A. Orlovskiy Medical,Aleksandr Orlovskiy,Internal Medicine,Office Visit (Non-Provider),,Closed Completed,1457501447,"430 Beach 68th St, Arverne, New York 11692",Stopped in met with Julie. Spoke on referring to cancer center for oncology. Happy with service. Provided info and new patient email for help with urgent referrals.,40.5935709,-73.79682901,"430 Beach 68th Street, New York, NY 11692, United States of America",Mount Sinai,9/20/2024,Mount Sinai,,1,,0,,
9/8/25,Mohamed Hamed,Obgyn Association Of Staten Island,Michael Anthony Grecco,,Office Visit (Provider),,Closed Completed,1265524821,"1984 Richmond Rd, Staten Island, New York 10306",Stopped in met with doc. Spoke on referring to cancer center for oncology. Happy with service. Provided info and new patient email for help with urgent referrals.,40.5826853,-74.1089059,"1984 Richmond Road, New York, NY 10306, United States of America",,,Obgyn Association Of Staten Island,,1,,0,,
9/8/25,Mohamed Hamed,Dr Scafuri And Associates,Frank Scafuri,,Office Visit (Non-Provider),,Closed Completed,1588641849,"2177 Victory Blvd, Staten Island, New York 10314",Stopped in met with front desk. Spoke on referring to cancer center for oncology. Happy with service. Provided info and new patient email for help with urgent referrals.,40.6124724,-74.1358335,"2177 Victory Boulevard, New York, NY 10314, United States of America",,,Dr Scafuri And Associates,,1,,0,,
9/8/25,Mohamed Hamed,Consultants In Urology,Joel Sherman,,Office Visit (Non-Provider),,Closed Completed,1760460430,"4143 Hylan Blvd, Staten Island, New York 10308",Lunch met with docs. Spoke on referring to cancer center for oncology. Happy with service. Provided info and new patient email for help with urgent referrals. Dr. Shaikh to come visit doctors as well.,40.53910605,-74.1491113,"4143 Hylan Boulevard, New York, NY 10308, United States of America",,,Consultants In Urology,,1,,0,,
9/8/25,Mohamed Hamed,Obgyn Association Of Staten Island,Louise Marie Priolo,,Office Visit (Provider),,Closed Completed,1437110814,"1984 Richmond Rd, Staten Island, New York 10306",Stopped in met with doc. Spoke on referring to cancer center for oncology. Happy with service. Provided info and new patient email for help with urgent referrals.,40.5826853,-74.1089059,"1984 Richmond Road, New York, NY 10306, United States of America",,,Obgyn Association Of Staten Island,,1,,0,,
9/8/25,Mohamed Hamed,Consultants In Urology,Marc Warren Plawker,,Office Visit (Non-Provider),,Closed Completed,1588642250,"4143 Hylan Blvd, Staten Island, New York 10308",Lunch met with docs. Spoke on referring to cancer center for oncology. Happy with service. Provided info and new patient email for help with urgent referrals. Dr. Shaikh to come visit doctors as well.,40.53910605,-74.1491113,"4143 Hylan Boulevard, New York, NY 10308, United States of America",,,Consultants In Urology,,1,,0,,
9/8/25,Mohamed Hamed,"Ahmad, Tauqeer, Office",Tauqeer Ahmad,,Office Visit (Provider),,Closed Completed,1366683757,"482 Mason Ave, Staten Island, New York 10305",Stopped in met with doc. Spoke on referring to cancer center for oncology. Happy with service. Provided info and new patient email for help with urgent referrals.,40.58127035,-74.09125832,"482 Mason Avenue, New York, NY 10305, United States of America",,,"Ahmad, Tauqeer, Office",,1,,0,,
9/8/25,Mohamed Hamed,Northwell * - Staten Island - 1870 Richmond Rd,Nicole Arcentales,,Office Visit (Provider),,Closed Completed,1538314703,"1870 Richmond Rd, Staten Island, New York 10306",Stopped in met with doc. Spoke on referring to cancer center for oncology. Happy with service. Provided info and new patient email for help with urgent referrals.,40.58512225,-74.10581935,"1870 Richmond Road, New York, NY 10306, United States of America",Northwell,5/20/2024,Northwell,,1,,0,,
9/8/25,Neil Foley,"Broukhim, Maryam, Office",Maryam Broukhim,,Office Visit (Non-Provider),,Closed Completed,1558394320,"900 Northern Blvd Ste 250, Great Neck, New York 11021",Promoted Shklar,40.80234,-73.734888,"North Hempstead (Great Neck), NY, United States of America",,,"Broukhim, Maryam, Office",,0.25,,0,,
9/8/25,Neil Foley,NYU Langone * - Great Neck - 488 Great Neck Rd Ste 300,Steven Mark Kobren,,Office Visit (Non-Provider),,Closed Completed,1275525446,"488 Great Neck Rd Ste 300, Great Neck, New York 11021",Promoted Shklar,40.7760055,-73.73183815,"488 Great Neck Road, Village of Great Neck, NY 11021, United States of America",NYU Langone,9/18/2024,NYU Langone,,1,,0,,
9/8/25,Neil Foley,Sunflower OBGYN,Emily Valentine,Obstetrics & Gynecology,Office Visit (Provider),,Closed Completed,1669199055,"27005 76th Ave, New Hyde Park, New York 11040",Services are great. They send alot of patients,40.75302873,-73.70717643,"27005 76th Avenue, New York, NY 11005, United States of America",,,Sunflower OBGYN,,0.15,,0,,
9/8/25,Neil Foley,"Great Neck Obstetrics And Gynecology, Pc - Great Neck - Northern Blvd Ste 220",Terry P Rifkin,,Office Visit (Non-Provider),,Closed Completed,1679662431,"900 Northern Blvd Ste 220, Great Neck, New York 11021",Met with office staff. Promoted Dr. Shklar. Let them know that we can see patients urgently.,40.80234,-73.734888,"North Hempstead (Great Neck), NY, United States of America",,,"Great Neck Obstetrics And Gynecology, Pc - Great Neck - Northern Blvd Ste 220",,0.25,,0,,
9/8/25,Neil Foley,"Great Neck Obstetrics And Gynecology, Pc - Great Neck - Northern Blvd Ste 220",Glenn Kaufman,,Office Visit (Non-Provider),,Closed Completed,1518056373,"900 Northern Blvd Ste 220, Great Neck, New York 11021",Met with office staff. Promoted Dr. Shklar. Let them know that we can see patients urgently.,40.80234,-73.734888,"North Hempstead (Great Neck), NY, United States of America",,,"Great Neck Obstetrics And Gynecology, Pc - Great Neck - Northern Blvd Ste 220",,0.25,,0,,
9/8/25,Neil Foley,Kam Primary Care,Yi Sheng Kam,,Office Visit (Non-Provider),,Closed Completed,1093963134,"24812 Northern Blvd Ste 2a, Little Neck, New York 11362",Promoted NHP,40.76405547,-73.74861911,"24812 Northern Boulevard, New York, NY 11362, United States of America",,10/4/2024,Kam Primary Care,,0.5,,0,,
9/8/25,Neil Foley,"Gilbert, Bruce R, Office",Bruce Raymond Gilbert,,Office Visit (Non-Provider),,Closed Completed,1588740104,"900 Northern Blvd Ste 230, Great Neck, New York 11021",Promoted Aghalar,40.80234,-73.734888,"North Hempstead (Great Neck), NY, United States of America",,,"Gilbert, Bruce R, Office",,0.25,,0,,
9/8/25,Neil Foley,"Great Neck Obstetrics And Gynecology, Pc - Great Neck - Northern Blvd Ste 220",Beth R Gross,,Office Visit (Non-Provider),,Closed Completed,1134218993,"900 Northern Blvd Ste 220, Great Neck, New York 11021",Met with office staff. Promoted Dr. Shklar. Let them know that we can see patients urgently.,40.80234,-73.734888,"North Hempstead (Great Neck), NY, United States of America",,,"Great Neck Obstetrics And Gynecology, Pc - Great Neck - Northern Blvd Ste 220",,0.25,,0,,
9/8/25,Neil Foley,The gastroenterology practice - Bayside,Mit Shah,,Office Visit (Provider),,Closed Completed,1215240221,"4500 Parsons Blvd, Flushing, New York 11355",Spoke with Dr. Shah. Currently referring to Fresh Meadows he is actually opening up a new clinic in Levittown so I will be connecting him with Dr. Thakker,40.7553967,-73.8165065,"Flushing Hospital Medical Center, 4500 Parsons Boulevard, New York, NY 11355, United States of America",,,The gastroenterology practice - Bayside,,1,,0,,
9/8/25,Neil Foley,Richard Anthony Matano Md,Richard Anthony Matano,,Office Visit (Non-Provider),,Closed Completed,1629167176,"1010 Northern Blvd Ste 140, Great Neck, New York 11021",Met with office staff passed along my card and promoted Shklar. Dr will contact me,40.80234,-73.734888,"North Hempstead (Great Neck), NY, United States of America",,,Richard Anthony Matano Md,,0.25,,0,,
9/8/25,Neil Foley,Nyu Langone Obgyn Associates Of Glendale And Great Neck,Richard I Roberts,,Office Visit (Provider),,Closed Completed,1871528729,"600 Northern Blvd Ste 106, Great Neck, New York 11021",Met with Dr. Robert?s. He shares patients with Dr DeRisi still. They are friends from nyu. Promoted Shklar,40.781541,-73.715909,"600 Northern Boulevard, Great Neck, NY 11021, United States of America",,,Nyu Langone Obgyn Associates Of Glendale And Great Neck,,0.567,,0,,
9/8/25,Neil Foley,"Great Neck Obstetrics And Gynecology, Pc - Great Neck - Northern Blvd Ste 220",Robin K Reingold,,Office Visit (Non-Provider),,Closed Completed,1699925297,"900 Northern Blvd Ste 220, Great Neck, New York 11021",Met with office staff. Promoted Dr. Shklar. Let them know that we can see patients urgently.,40.80234,-73.734888,"North Hempstead (Great Neck), NY, United States of America",,,"Great Neck Obstetrics And Gynecology, Pc - Great Neck - Northern Blvd Ste 220",,0.25,,0,,
9/8/25,Neil Foley,North Shore Nephrology,Sayed Sajid Ali,,Office Visit (Non-Provider),,Closed Completed,1194721191,"1129 Northern Blvd Ste 101, Manhasset, New York 11030",Scheduled a lunch with Dr. Sayed Ali,40.7905117,-73.70393857,"1129 Northern Boulevard, Manhasset, NY 11030, United States of America",,,North Shore Nephrology,,1,,0,,
9/8/25,Michele Cresci,Triborough Gi - Brooklyn - Voorhies Ave Ste 1,Prateek Chapalamadugu,,Peer to Peer,Reuven Z Grossman,,1497002703,"1517 Voorhies Ave Ste 1, Brooklyn, New York 11235",Dr. Grossman met with each provider individually and introduced himself and exchanged phone numbers with the physicians. He spoke about his clinical experience and the providers thanked us for stopping by.,40.58599675,-73.95332263,"1517 Voorhies Avenue, New York, NY 11235, United States of America",,,Triborough Gi - Brooklyn - Voorhies Ave Ste 1,,1,,0,,
9/8/25,Michele Cresci,Triborough Gi - Brooklyn - Voorhies Ave Ste 1,Konstantin Peysin,,Peer to Peer,Reuven Z Grossman,,1649513144,"1517 Voorhies Ave Ste 1, Brooklyn, New York 11235",Dr. Grossman met with each provider individually and introduced himself and exchanged phone numbers with the physicians. He spoke about his clinical experience and the providers thanked us for stopping by.,40.58599675,-73.95332263,"1517 Voorhies Avenue, New York, NY 11235, United States of America",,,Triborough Gi - Brooklyn - Voorhies Ave Ste 1,,1,,0,,
9/9/25,Mohamed Hamed,Richmond Internal Medicine Group,Javier Chacon,,Office Visit (Non-Provider),,Closed Completed,1154383008,"800 Manor Rd Ste 4, Staten Island, New York 10314",Lunch with doctors. Will continue to refer and work close with cancer center. Provided info and business cards. Follow up,40.6072685,-74.12153953,"800 Manor Road, New York, NY 10314, United States of America",,,Richmond Internal Medicine Group,,1,,0,,
9/9/25,Bryan Runz,Atlantic Orthopedics And Sports Medicine - Staten Island,Catherine Elizabeth Ellis,,Office Visit (Provider),,Closed Completed,1508353640,"3423 Guider Ave, Brooklyn, New York 11235","Jesse Inkles, PA - Atlantic ortho - Lunch meeting - met with Jesse, Casey the OM of Park Slope and Atlantic Ave location, Dr Ellis. Discussed imaging. Devon is the operations manager and works out of Staten Island. Working on getting set up on EMR",40.58321425,-73.95825009,"3423 Guider Avenue, New York, NY 11235, United States of America",,,Atlantic Orthopedics And Sports Medicine - Staten Island,,1,,0,,
9/9/25,Mohamed Hamed,Primary Medical Care,Manana Petrov,,Office Visit (Provider),,Closed Completed,1881620227,"353 Ocean Ave, Brooklyn, New York 11226",Stopped in. Met with doctor. Promoted cancer care. Provided referral info and business cards. Bridged connection to doctors. Follow up.,40.65441725,-73.96153413,"353 Ocean Avenue, New York, NY 11226, United States of America",,,Primary Medical Care,,1,,0,,
9/9/25,Bryan Runz,Century Medical And Dental Center - Brooklyn - Livingston St,Roya Fathollahi,,Office Visit (Non-Provider),,Closed Completed,1548271604,"200 Livingston St, Brooklyn, New York 11201",Century Medical - Spoke to Nino om and followed up on imaging at Brooklyn imaging,40.6896604,-73.986441,"Century Medical & Dental Center, 200 Livingston Street, New York, NY 11201, United States of America",,,Century Medical And Dental Center - Brooklyn - Livingston St,,1,,0,,
9/9/25,Mohamed Hamed,Mt Saini building Brooklyn,Serge Balmir,Multi-Specialty,Office Visit (Provider),,Closed Completed,1841414216,"1170 E 98th St, Brooklyn, New York 11236",Stopped in. Met with doctor. Promoted cancer care. Provided referral info and business cards. Bridged connection to doctors. Follow up.,40.6430808,-73.8986556,"1170 East 98th Street, New York, NY 11236, United States of America",Doral Healthcare,9/18/2024,Doral Healthcare,,1,,0,,
9/9/25,Bryan Runz,Diamond Medical Associates,Yakoub Katri,,Office Visit (Non-Provider),,Closed Completed,1205049962,"440 Avenue U, Brooklyn, New York 11223",Dr Alber Ftiha - met with OM Mary Ann reminded of imaging and mentioned we did a dinner last year with providers,40.5974446,-73.9678863,"440 Avenue U, New York, NY 11223, United States of America",,,Diamond Medical Associates,,1,,0,,
9/9/25,Mohamed Hamed,Jackson Medical Pllc,Ataul Hoque Osmani,,Office Visit (Provider),,Closed Completed,1164498515,"2668 Pitkin Ave, Brooklyn, New York 11208",Stopped in. Met with doctor and manager momo. Promoted cancer care. Provided referral info and business cards. Bridged connection to doctors. Follow up.,40.6749214,-73.87365665,"2668 Pitkin Avenue, New York, NY 11208, United States of America",,4/1/2025,Jackson Medical Pllc,,1,,0,,
9/9/25,Bryan Runz,Amsterdam Medical Practice - New York - Amsterdam Ave,Eduardo Luis Pignanelli,,Office Visit (Provider),,Closed Completed,1659354983,"2360 Amsterdam Ave, New York, New York 10033",Amsterdam Medical Practice - Follow up with Alfredo on script sender,40.8458159,-73.9327734,"Niclab Consulting Group, LLC, 2360 Amsterdam Avenue, New York, NY 10033, United States of America",,4/1/2025,Amsterdam Medical Practice - New York - Amsterdam Ave,Somos,1,,0,,
9/9/25,Mohamed Hamed,The Institute For Family Health - Brooklyn - Cadman Plz W Fl 17,Amy Pandya,,Office Visit (Provider),,Closed Completed,1033255476,"300 Cadman Plz W Fl 17, Brooklyn, New York 11201",Stopped in. Met with doctor and manager Lendel . Promoted cancer care. Provided referral info and business cards. Bridged connection to doctors. Follow up.,40.695109,-73.9910908,"300 Cadman Plaza West, New York, NY 11201, United States of America",,,The Institute For Family Health - Brooklyn - Cadman Plz W Fl 17,,1,,0,,
9/9/25,Bryan Runz,Amsterdam Medical Practice - New York - Amsterdam Ave,Sarah Aimee Guzman-marte,,Office Visit (Provider),,Closed Completed,1821300179,"2360 Amsterdam Ave, New York, New York 10033",Amsterdam Medical Practice - Follow up with Alfredo on script sender,40.8458159,-73.9327734,"Niclab Consulting Group, LLC, 2360 Amsterdam Avenue, New York, NY 10033, United States of America",,4/1/2025,Amsterdam Medical Practice - New York - Amsterdam Ave,Somos,1,,0,,
9/9/25,Mohamed Hamed,"Punukollu, Hima B, Medical Group - Brooklyn - Church Ave",Hima Bindu Punukollu,,Office Visit (Non-Provider),,Closed Completed,1104989490,"3309 Church Ave, Brooklyn, New York 11203",Stopped in. Met with doctor. Promoted cancer care. Provided referral info and business cards. Bridged connection to doctors. Follow up.,40.651157,-73.94630203,"3309 Church Avenue, New York, NY 11203, United States of America",,,"Punukollu, Hima B, Medical Group - Brooklyn - Church Ave",,1,,0,,
9/9/25,Bryan Runz,Rendr * - Brooklyn - Hanover Pl,Chao Chen,,Office Visit (Non-Provider),,Closed Completed,1821010653,"14 Hanover Pl, Brooklyn, New York 11201",Dr. Chao Chen/ Dr Amhar Butt - Brooklyn health medical alliance - Latsha Ingram the practice manager isn?t available she?s in another site. Followed up and reminded of imaging,40.689007,-73.9824912,"Brooklyn Health Medical Alliance, 14 Hanover Place, New York, NY 11201, United States of America",Rendr,12/9/2024,Rendr,,1,,0,,
9/9/25,Mohamed Hamed,Richmond Internal Medicine Group,Paolo G Perrone,,Office Visit (Non-Provider),,Closed Completed,1578525408,"800 Manor Rd Ste 4, Staten Island, New York 10314",Lunch with doctors. Will continue to refer and work close with cancer center. Provided info and business cards. Follow up,40.6072685,-74.12153953,"800 Manor Road, New York, NY 10314, United States of America",,,Richmond Internal Medicine Group,,1,,0,,
9/9/25,Bryan Runz,"Madeb, Isaac, Office",Isaac Madeb,,Office Visit (Non-Provider),,Closed Completed,1467452086,"2241 Ocean Ave, Brooklyn, New York 11229",Dr Issac Madeb - spoke with Ruthy regarding the Referal process and will email directly any urgent imaging,40.6071181,-73.9525333,"2241 Ocean Avenue, New York, NY 11229, United States of America",,,"Madeb, Isaac, Office",,1,,0,,
9/9/25,Neil Foley,ACPNY - Forest Hills - Metropolitan Ave,Irina Niazova,Multi-Specialty,Office Visit (Provider),,Closed Completed,1174921688,"9610 Metropolitan Ave, Forest Hills, New York 11375",Took Dr Glucksman to meet the docs,40.7112626,-73.8559826,"9610 Metropolitan Avenue, New York, NY 11375, United States of America",ACPNY,3/31/2026,ACPNY,,0.81,,0,,
9/9/25,Bryan Runz,Diamond Medical Associates,Amir Latifi-m-tehrani,,Office Visit (Non-Provider),,Closed Completed,1972791150,"440 Avenue U, Brooklyn, New York 11223",Dr Alber Ftiha - met with OM Mary Ann reminded of imaging and mentioned we did a dinner last year with providers,40.5974446,-73.9678863,"440 Avenue U, New York, NY 11223, United States of America",,,Diamond Medical Associates,,1,,0,,
